"mes_id","geo_id","cat_id","cat_name","cat_lbl","lvl_name","lvl_id","smooth"
397,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
397,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
397,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
397,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
397,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
397,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
397,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
397,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
397,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
397,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
397,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
397,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
398,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
398,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
398,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
398,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
398,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
398,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
398,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
398,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
398,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
398,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
398,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
398,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
398,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
398,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
398,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
398,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
398,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
413,1,3,"State x Age","AgeBandId","Age Group",3,0
413,2,9,"State x County x Age","AgeBandId","Age Group",3,0
414,1,3,"State x Age","AgeBandId","Age Group",3,0
414,2,9,"State x County x Age","AgeBandId","Age Group",3,0
415,1,3,"State x Age","AgeBandId","Age Group",3,0
415,1,45,"State x Blood Lead Level","BloodLeadLevelId","Blood Lead Level",6,0
415,1,81,"State x Blood Lead Level x Age","AgeBandId","Age Group",3,0
415,1,81,"State x Blood Lead Level x Age","BloodLeadLevelId","Blood Lead Level",6,0
415,2,9,"State x County x Age","AgeBandId","Age Group",3,0
416,1,3,"State x Age","AgeBandId","Age Group",3,0
416,1,45,"State x Blood Lead Level","BloodLeadLevelId","Blood Lead Level",6,0
416,1,81,"State x Blood Lead Level x Age","AgeBandId","Age Group",3,0
416,1,81,"State x Blood Lead Level x Age","BloodLeadLevelId","Blood Lead Level",6,0
416,2,9,"State x County x Age","AgeBandId","Age Group",3,0
418,1,3,"State x Age","AgeBandId","Age Group",3,0
418,1,4,"State x Gender","GenderId","Gender",4,0
418,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
420,1,3,"State x Age","AgeBandId","Age Group",3,0
420,1,4,"State x Gender","GenderId","Gender",4,0
420,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
422,1,3,"State x Age","AgeBandId","Age Group",3,0
422,1,4,"State x Gender","GenderId","Gender",4,0
422,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
423,2,82,"State x County x Temperature/Heat Index x Relative Threshold","RelativeThresholdId","Relative Threshold",22,0
423,2,82,"State x County x Temperature/Heat Index x Relative Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
423,2,83,"State x County x Temperature/Heat Index x Absolute Threshold","AbsoluteThresholdId","Absolute Threshold",23,0
423,2,83,"State x County x Temperature/Heat Index x Absolute Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
423,7,2194,"State x Census Tract x Temperature/Heat Index x Relative Threshold","RelativeThresholdId","Relative Threshold",22,0
423,7,2194,"State x Census Tract x Temperature/Heat Index x Relative Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
423,7,2195,"State x Census Tract x Temperature/Heat Index x Absolute Threshold","AbsoluteThresholdId","Absolute Threshold",23,0
423,7,2195,"State x Census Tract x Temperature/Heat Index x Absolute Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
424,2,82,"State x County x Temperature/Heat Index x Relative Threshold","RelativeThresholdId","Relative Threshold",22,0
424,2,82,"State x County x Temperature/Heat Index x Relative Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
424,2,83,"State x County x Temperature/Heat Index x Absolute Threshold","AbsoluteThresholdId","Absolute Threshold",23,0
424,2,83,"State x County x Temperature/Heat Index x Absolute Threshold","TemperatureHeatIndexId","Temperature/Heat Index",25,0
425,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","RelativeThresholdId","Relative Threshold",22,0
425,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
425,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
425,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","AbsoluteThresholdId","Absolute Threshold",23,0
425,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
425,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
425,7,2196,"State x Census Tract x Temperature/Heat Index x Relative Threshold x Duration Days","RelativeThresholdId","Relative Threshold",22,0
425,7,2196,"State x Census Tract x Temperature/Heat Index x Relative Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
425,7,2196,"State x Census Tract x Temperature/Heat Index x Relative Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
425,7,2197,"State x Census Tract x Temperature/Heat Index x Absolute Threshold x Duration Days","AbsoluteThresholdId","Absolute Threshold",23,0
425,7,2197,"State x Census Tract x Temperature/Heat Index x Absolute Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
425,7,2197,"State x Census Tract x Temperature/Heat Index x Absolute Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
426,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","RelativeThresholdId","Relative Threshold",22,0
426,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
426,2,93,"State x County x Temperature/Heat Index x Relative Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
426,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","AbsoluteThresholdId","Absolute Threshold",23,0
426,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","DurationDaysId","Minimum Duration Days",24,0
426,2,94,"State x County x Temperature/Heat Index x Absolute Threshold x Duration Days","TemperatureHeatIndexId","Temperature/Heat Index",25,0
427,1,3,"State x Age","AgeBandId","Age Group",3,0
427,1,5,"State x Race","RaceId","Race",1,0
427,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
427,2,9,"State x County x Age","AgeBandId","Age Group",3,0
427,2,11,"State x County x Race","RaceId","Race",1,0
427,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
428,1,3,"State x Age","AgeBandId","Age Group",3,0
428,1,5,"State x Race","RaceId","Race",1,0
428,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
428,2,9,"State x County x Age","AgeBandId","Age Group",3,0
428,2,11,"State x County x Race","RaceId","Race",1,0
428,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
431,1,3,"State x Age","AgeBandId","Age Group",3,0
431,1,4,"State x Gender","GenderId","Gender",4,0
431,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
431,1,37,"State x Age x Gender","GenderId","Gender",4,0
432,1,3,"State x Age","AgeBandId","Age Group",3,0
432,1,4,"State x Gender","GenderId","Gender",4,0
432,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
432,1,37,"State x Age x Gender","GenderId","Gender",4,0
433,1,4,"State x Gender","GenderId","Gender",4,0
434,1,3,"State x Age","AgeBandId","Age Group",3,0
434,1,4,"State x Gender","GenderId","Gender",4,0
434,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
434,1,37,"State x Age x Gender","GenderId","Gender",4,0
436,1,3,"State x Age","AgeBandId","Age Group",3,0
436,1,4,"State x Gender","GenderId","Gender",4,0
436,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
436,1,37,"State x Age x Gender","GenderId","Gender",4,0
436,2,9,"State x County x Age","AgeBandId","Age Group",3,1
436,2,10,"State x County x Gender","GenderId","Gender",4,1
436,2,52,"State x County x Age x Gender","AgeBandId","Age Group",3,1
436,2,52,"State x County x Age x Gender","GenderId","Gender",4,1
437,1,4,"State x Gender","GenderId","Gender",4,0
437,2,10,"State x County x Gender","GenderId","Gender",4,1
438,1,3,"State x Age","AgeBandId","Age Group",3,0
438,1,4,"State x Gender","GenderId","Gender",4,0
438,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
438,1,37,"State x Age x Gender","GenderId","Gender",4,0
439,1,3,"State x Age","AgeBandId","Age Group",3,0
439,1,4,"State x Gender","GenderId","Gender",4,0
439,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
439,1,37,"State x Age x Gender","GenderId","Gender",4,0
440,1,4,"State x Gender","GenderId","Gender",4,0
477,1,95,"State x Pollutant","PollutantId","Pollutant",26,0
477,2,97,"State x County x Pollutant","PollutantId","Pollutant",26,0
478,1,95,"State x Pollutant","PollutantId","Pollutant",26,0
478,2,97,"State x County x Pollutant","PollutantId","Pollutant",26,0
479,1,96,"State x Pollutant x Source","PollutantId","Pollutant",26,0
479,1,96,"State x Pollutant x Source","SourceId","Source",27,0
479,2,99,"State x County x Pollutant x Source","PollutantId","Pollutant",26,0
479,2,99,"State x County x Pollutant x Source","SourceId","Source",27,0
480,1,96,"State x Pollutant x Source","PollutantId","Pollutant",26,0
480,1,96,"State x Pollutant x Source","SourceId","Source",27,0
480,2,99,"State x County x Pollutant x Source","PollutantId","Pollutant",26,0
480,2,99,"State x County x Pollutant x Source","SourceId","Source",27,0
481,1,4,"State x Gender","GenderId","Gender",4,0
481,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
481,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
481,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
482,1,4,"State x Gender","GenderId","Gender",4,0
482,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
482,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
482,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
482,2,10,"State x County x Gender","GenderId","Gender",4,0
482,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
483,1,4,"State x Gender","GenderId","Gender",4,0
483,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
483,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
483,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
484,1,4,"State x Gender","GenderId","Gender",4,0
484,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
484,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
484,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
484,2,10,"State x County x Gender","GenderId","Gender",4,1
484,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
485,1,4,"State x Gender","GenderId","Gender",4,0
485,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
485,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
485,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
486,1,4,"State x Gender","GenderId","Gender",4,0
486,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
486,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
486,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
486,2,10,"State x County x Gender","GenderId","Gender",4,0
486,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
487,1,4,"State x Gender","GenderId","Gender",4,0
487,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
487,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
487,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
488,1,4,"State x Gender","GenderId","Gender",4,0
488,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
488,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
488,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
488,2,10,"State x County x Gender","GenderId","Gender",4,1
488,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
489,1,4,"State x Gender","GenderId","Gender",4,0
489,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
489,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
489,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
490,1,4,"State x Gender","GenderId","Gender",4,0
490,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
490,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
490,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
490,2,10,"State x County x Gender","GenderId","Gender",4,0
490,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
491,1,4,"State x Gender","GenderId","Gender",4,0
491,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
491,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
491,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
492,1,4,"State x Gender","GenderId","Gender",4,0
492,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
492,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
492,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
492,2,10,"State x County x Gender","GenderId","Gender",4,1
492,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
493,1,4,"State x Gender","GenderId","Gender",4,0
493,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
493,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
493,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
494,1,4,"State x Gender","GenderId","Gender",4,0
494,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
494,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
494,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
494,2,10,"State x County x Gender","GenderId","Gender",4,0
494,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
495,1,4,"State x Gender","GenderId","Gender",4,0
495,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
495,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
495,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
496,1,4,"State x Gender","GenderId","Gender",4,0
496,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
496,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
496,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
496,2,10,"State x County x Gender","GenderId","Gender",4,1
496,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
497,1,103,"State x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
497,1,152,"State x Age x Confirmed Status","AgeBandId","Age Group",3,0
497,1,152,"State x Age x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
497,2,104,"State x County x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
497,2,153,"State x County x Age x Confirmed Status","AgeBandId","Age Group",3,0
497,2,153,"State x County x Age x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
498,1,103,"State x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
498,1,152,"State x Age x Confirmed Status","AgeBandId","Age Group",3,0
498,1,152,"State x Age x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
498,2,104,"State x County x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
498,2,153,"State x County x Age x Confirmed Status","AgeBandId","Age Group",3,0
498,2,153,"State x County x Age x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
499,1,103,"State x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
499,2,104,"State x County x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
500,1,103,"State x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
500,2,104,"State x County x Confirmed Status","ConfirmedStatusId","Confirmed Status",30,0
501,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
501,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
501,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
501,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
501,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
501,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
501,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
501,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
501,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
501,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
501,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
501,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
501,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
501,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
501,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
501,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
501,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
502,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
502,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
502,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
502,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
502,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
502,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
502,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
502,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
502,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
502,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
502,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
502,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
502,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
502,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
502,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
502,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
502,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
503,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
503,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
503,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
503,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
503,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
503,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
503,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
503,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
503,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
503,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
503,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
503,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
503,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
503,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
503,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
503,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
503,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
505,1,3,"State x Age","AgeBandId","Age Group",3,0
505,1,4,"State x Gender","GenderId","Gender",4,0
505,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
505,1,37,"State x Age x Gender","GenderId","Gender",4,0
505,1,116,"State x Gender x ExposureSite","GenderId","Gender",4,0
505,1,116,"State x Gender x ExposureSite","ExposureSiteId","Exposure Site",36,0
505,1,117,"State x ExposureReason","ExposureReasonId","Exposure Reason",37,0
505,1,119,"State x Exposure Site","ExposureSiteId","Exposure Site",36,0
506,1,3,"State x Age","AgeBandId","Age Group",3,0
506,1,4,"State x Gender","GenderId","Gender",4,0
506,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
506,1,37,"State x Age x Gender","GenderId","Gender",4,0
506,1,116,"State x Gender x ExposureSite","GenderId","Gender",4,0
506,1,116,"State x Gender x ExposureSite","ExposureSiteId","Exposure Site",36,0
506,1,117,"State x ExposureReason","ExposureReasonId","Exposure Reason",37,0
506,1,119,"State x Exposure Site","ExposureSiteId","Exposure Site",36,0
507,1,3,"State x Age","AgeBandId","Age Group",3,0
507,1,4,"State x Gender","GenderId","Gender",4,0
508,1,3,"State x Age","AgeBandId","Age Group",3,0
508,1,4,"State x Gender","GenderId","Gender",4,0
509,1,3,"State x Age","AgeBandId","Age Group",3,0
509,1,4,"State x Gender","GenderId","Gender",4,0
510,1,3,"State x Age","AgeBandId","Age Group",3,0
510,1,4,"State x Gender","GenderId","Gender",4,0
511,1,3,"State x Age","AgeBandId","Age Group",3,0
511,1,4,"State x Gender","GenderId","Gender",4,0
512,1,3,"State x Age","AgeBandId","Age Group",3,0
512,1,4,"State x Gender","GenderId","Gender",4,0
513,1,3,"State x Age","AgeBandId","Age Group",3,0
513,1,4,"State x Gender","GenderId","Gender",4,0
513,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
514,1,3,"State x Age","AgeBandId","Age Group",3,0
514,1,4,"State x Gender","GenderId","Gender",4,0
514,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
515,1,3,"State x Age","AgeBandId","Age Group",3,0
515,1,4,"State x Gender","GenderId","Gender",4,0
515,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
516,1,3,"State x Age","AgeBandId","Age Group",3,0
516,1,4,"State x Gender","GenderId","Gender",4,0
516,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
517,1,3,"State x Age","AgeBandId","Age Group",3,0
517,1,4,"State x Gender","GenderId","Gender",4,0
517,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
518,1,3,"State x Age","AgeBandId","Age Group",3,0
518,1,4,"State x Gender","GenderId","Gender",4,0
518,1,118,"State x SubCategory","SubCategoryId","SubCategory",38,0
519,1,3,"State x Age","AgeBandId","Age Group",3,0
519,1,4,"State x Gender","GenderId","Gender",4,0
520,1,3,"State x Age","AgeBandId","Age Group",3,0
520,1,4,"State x Gender","GenderId","Gender",4,0
523,1,3,"State x Age","AgeBandId","Age Group",3,0
523,1,4,"State x Gender","GenderId","Gender",4,0
523,1,117,"State x ExposureReason","ExposureReasonId","Exposure Reason",37,0
523,1,119,"State x Exposure Site","ExposureSiteId","Exposure Site",36,0
525,1,3,"State x Age","AgeBandId","Age Group",3,0
525,1,4,"State x Gender","GenderId","Gender",4,0
525,1,117,"State x ExposureReason","ExposureReasonId","Exposure Reason",37,0
525,1,119,"State x Exposure Site","ExposureSiteId","Exposure Site",36,0
526,1,3,"State x Age","AgeBandId","Age Group",3,0
526,1,4,"State x Gender","GenderId","Gender",4,0
526,1,117,"State x ExposureReason","ExposureReasonId","Exposure Reason",37,0
526,1,119,"State x Exposure Site","ExposureSiteId","Exposure Site",36,0
527,1,3,"State x Age","AgeBandId","Age Group",3,0
